Country,1990,2000,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,0.216660935,0.039272122,0.087857642,0.158961558,0.24907353,0.302936388,0.425262105,0.688083613,0.693183411,,,
Albania,1.61562396,0.978174681,1.322334855,1.484311139,1.495600199,1.578573584,1.803972418,1.624721963,1.662184826,,,
Algeria,3.007911011,2.819778007,3.195864593,3.168524491,3.430128957,3.30716434,3.300557789,3.471949931,3.51478009,,,
American Samoa,,,,,,,,,,,,
Andorra,,8.018180706,6.350868305,6.296124556,6.049172848,6.12477049,5.96868547,6.195193908,6.473847856,,,
Angola,0.459698487,0.633625299,1.311096483,1.295686513,1.354388572,1.369338878,1.382752197,1.472255038,1.384496389,,,
Antigua and Barbuda,4.85726747,4.439238615,5.561524699,5.628318688,5.906292005,6.011268671,5.823804338,5.887356993,5.827426793,,,
Argentina,3.440710803,3.835573562,4.382704081,4.682973741,4.410972709,4.558611742,4.60043018,4.569635239,4.46229798,,,
Armenia,,1.126529454,1.694755259,1.868611029,1.469960972,1.422998378,1.656830697,1.912089591,1.837058919,,,
Aruba,27.8500354,25.5476788,25.61371495,24.75013321,24.87670585,24.18270225,23.9224121,12.71361324,8.515395303,,,
Australia,15.45288167,17.20060983,17.86526004,18.16087566,18.20018196,16.92095367,16.86260095,16.51938578,16.34730205,,,
Austria,7.513246156,7.755493495,8.405092793,8.286723325,7.555670205,8.110593007,7.776538158,7.384032201,7.360055782,,,
Azerbaijan,,3.666271029,3.5553401,4.051383481,3.565668218,3.388225879,3.646179877,3.82487717,3.785068836,,,
"Bahamas, The",7.610436221,5.600991638,4.939203936,4.29200171,4.630520322,6.829321287,5.199844019,5.150114934,8.229959163,,,
Bahrain,25.0581981,27.95664425,26.00129071,26.53847946,22.81506951,23.10119962,22.48470231,21.81099704,23.68257416,,,
Bangladesh,0.14656494,0.212287044,0.302930323,0.334291253,0.359053573,0.395682597,0.414398868,0.434633967,0.438735966,,,
Barbados,4.126491124,4.403041825,4.939722039,5.844667616,5.807340932,5.286054098,5.449494302,5.22219973,5.127255286,,,
Belarus,,5.376067566,6.330945084,6.623153128,6.380896287,6.602532034,6.719672015,6.680340976,6.736650116,,,
Belgium,10.63967167,11.2296677,9.744777191,9.751984809,9.286297597,9.889429352,8.953622115,8.28483788,8.371639275,,,
Belize,1.66191243,1.675498965,1.536093806,1.257606193,1.378373815,1.676100482,1.815716009,1.426691456,1.5022008,,,
Benin,0.141510228,0.230065879,0.516298739,0.491601795,0.504357329,0.535215995,0.542584809,0.54841941,0.561654398,,,
Bermuda,10.01338368,7.531722543,11.24603933,9.943759288,6.927722591,8.784042749,6.134006567,6.847541591,5.585037153,,,
Bhutan,0.239670965,0.701958748,0.575767714,0.606778515,0.549145981,0.677145031,1.001575973,1.099541354,1.171088881,,,
Bolivia,0.797982453,1.225922572,1.306163693,1.378956858,1.43353757,1.53287018,1.602046012,1.835512438,1.894511704,,,
Bosnia and Herzegovina,,3.635213155,4.59661891,5.248736831,5.394822254,5.547458346,6.233012987,5.814068418,5.729428254,,,
Botswana,1.958654572,2.177083219,2.192110467,2.290167623,1.956622918,2.342203043,2.105750761,2.085533157,2.49183004,,,
Brazil,1.388939574,1.865808376,1.884034471,1.990203014,1.866522375,2.113414545,2.191393564,2.32225814,2.465870235,,,
British Virgin Islands,4.010328696,4.973889454,6.078310087,6.301671614,6.238752363,6.331006869,6.307460761,6.1736172,6.057402437,,,
Brunei Darussalam,24.10518839,14.25514439,22.47446316,23.95001129,20.31117082,20.85694708,24.27266969,23.80088382,18.91873613,,,
Bulgaria,8.690224309,5.328034342,6.925435282,6.772087541,5.731193724,5.965396042,6.714881535,6.142043103,5.445648555,,,
Burkina Faso,0.066173058,0.089716835,0.115429246,0.130385449,0.127424987,0.125501325,0.137283259,0.158475597,0.17900836,,,
Burundi,0.052263073,0.042809203,0.02196433,0.021615102,0.020867637,0.022480009,0.024720967,0.027888488,0.028029921,,,
Cabo Verde,0.279385564,0.426262203,0.822884071,0.636652998,0.678135011,0.979603531,1.073826791,0.988370236,0.874716614,,,
Cambodia,0.164852785,0.162037088,0.252413921,0.279755714,0.328995484,0.348992863,0.356822084,0.367880407,0.369653238,,,
Cameroon,0.144002179,0.215493084,0.305805976,0.283310454,0.335015598,0.329289155,0.273127196,0.282904056,0.306750488,,,
Canada,15.65907038,17.37045161,16.44645519,16.21516426,14.83731465,14.48563861,14.48134196,13.85845534,13.53229485,,,
Cayman Islands,10.11727778,11.26006957,11.32581585,11.22444969,10.33528599,10.17344935,10.49936373,9.434929244,9.235193339,,,
Central African Republic,0.067402765,0.071843143,0.060213407,0.05911193,0.058012946,0.059398336,0.061509152,0.063504708,0.063053981,,,
Chad,0.024618909,0.021096635,0.042863011,0.045756274,0.042689415,0.043462549,0.043830424,0.042681569,0.046305478,,,
Channel Islands,,,,,,,,,,,,
Chile,2.535133011,3.876961939,4.35156491,4.316439805,3.969434147,4.24629428,4.606852213,4.656812685,4.732135712,,,
China,2.167703077,2.696862433,5.153564017,5.417002118,5.722912037,6.554417958,7.234858712,7.418954608,7.550916485,,,
Colombia,1.673025884,1.433620205,1.406899642,1.516399527,1.599902313,1.658683359,1.649130597,1.703772602,1.893127874,,,
Comoros,0.150162353,0.153992361,0.175048198,0.176347357,0.172097764,0.183692455,0.209990055,0.19992885,0.214644997,,,
"Congo, Dem. Rep.",0.116420436,0.016942698,0.028926675,0.029604504,0.026937433,0.030197451,0.036245941,0.036413768,0.038311184,,,
"Congo, Rep.",0.497852264,0.33730179,0.32666481,0.34155941,0.431598927,0.473472226,0.534587133,0.556100199,0.56494545,,,
Costa Rica,0.954653659,1.394701499,1.85890149,1.835360196,1.760678579,1.665177867,1.682655988,1.66877074,1.618286928,,,
Cote d'Ivoire,0.474127416,0.411145743,0.359270184,0.351819136,0.287437498,0.306194949,0.310564045,0.397585117,0.415669842,,,
Croatia,,4.391949164,5.402955816,5.130234966,4.808661306,4.627555101,4.685882098,4.255982227,4.161866621,,,
Cuba,3.165197359,2.346304827,2.374571685,2.696438401,2.646355786,3.393588933,3.178144172,3.187674888,3.462227387,,,
Curacao,,,,,,,,39.63855136,34.16163488,,,
Cyprus,5.706585217,7.347318473,7.709723999,7.963819277,7.438338502,6.983907546,6.649993194,6.12734492,5.209883572,,,
Czech Republic,,12.07688904,11.97251522,11.23765714,10.30797067,10.65257862,10.18548225,9.612683639,9.383496546,,,
Denmark,9.770698699,9.613175554,9.20201511,8.543351098,8.058895601,8.40721667,7.296383208,6.510865996,6.779623867,,,
Djibouti,0.548470654,0.471974723,0.578051792,0.615968351,0.563399208,0.622346841,0.561940931,0.606102203,0.704087888,,,
Dominica,0.827205053,1.473557313,2.17549262,1.862445507,1.859454891,1.958014248,1.79749867,1.892711167,1.833372682,,,
Dominican Republic,1.284840456,2.311300988,2.227747209,2.224213669,2.104977745,2.187311092,2.202290384,2.239913379,2.146755872,,,
Ecuador,1.646870524,1.640605971,2.244784002,2.344224093,2.448359132,2.549397135,2.611816478,2.624773655,2.779287585,,,
"Egypt, Arab Rep.",1.346582307,2.068140433,2.43659204,2.514511728,2.569967436,2.470904082,2.591831236,2.534038983,2.431261947,,,
El Salvador,0.478266524,0.988073648,1.165689677,1.090169563,1.070009174,1.051825462,1.097942631,1.185448747,1.044162516,,,
Equatorial Guinea,0.320675318,0.856491667,7.204040865,6.562117562,6.533815076,6.421061876,9.014675371,7.535622938,6.790382922,,,
Eritrea,,0.172190987,0.131490396,0.092069391,0.111761081,0.109470529,0.12403081,,,,,
Estonia,,10.63625164,13.95488409,13.08183443,10.91432018,13.59968907,14.01673297,13.32400037,15.11041148,,,
Ethiopia,0.062799074,0.053423593,0.074344588,0.079184269,0.077723011,0.075214659,0.085983542,0.092877021,0.112462805,,,
Faroe Islands,12.8262164,14.82859048,14.18539476,12.97012071,11.8429021,12.9866782,11.72121175,12.19984295,12.30129214,,,
Fiji,1.122305545,1.066799142,1.440917951,0.595796282,1.252675928,1.85918749,1.834922699,1.824778816,1.940769143,,,
Finland,10.37716896,10.12847414,12.09848186,10.63715919,9.955194272,11.54314708,10.51112769,9.018538334,8.512553843,,,
France,6.419668186,5.944438217,5.762833484,5.686513909,5.434219758,5.424920255,5.073814694,5.070931022,5.050482994,,,
French Polynesia,2.514049503,2.395550161,3.140796817,3.208382628,3.191555016,3.201007218,3.073184869,2.973514748,2.967879002,,,
Gabon,4.724934866,3.81126842,2.8579605,2.826624217,2.872924611,2.941807572,2.834006637,2.83862053,2.88187119,,,
"Gambia, The",0.207986161,0.223804444,0.257764784,0.258833628,0.266259849,0.279410774,0.249484449,0.261767974,0.263208415,,,
Georgia,,1.026657085,1.572983097,1.282085112,1.486895676,1.415054763,1.776247484,1.923137778,1.988881356,,,
Germany,,10.09563988,9.488039888,9.506321178,8.814655551,9.27568796,8.950379518,9.192323752,9.220590804,,,
Ghana,0.260957011,0.334072085,0.436236777,0.395319087,0.325052954,0.40940924,0.394376951,0.464968301,0.558786409,,,
Gibraltar,5.329743227,12.20054111,13.91907961,14.13712652,15.19525109,15.15387869,14.63636656,14.71377619,15.49110971,,,
Greece,7.284521642,8.47843382,8.892293442,8.662824281,8.277892345,7.507211226,7.269344638,7.240367257,6.306851095,,,
Greenland,9.958938849,9.461120996,11.28207939,11.71815083,10.2217389,11.66377295,12.44034101,10.00501672,10.06293929,,,
Grenada,1.104449245,1.876441645,2.301012675,2.434458406,2.425962147,2.487241705,2.408137432,2.572699003,2.873987271,,,
Guam,,,,,,,,,,,,
Guatemala,0.555342349,0.848306649,0.915047143,0.810256795,0.822008384,0.79178118,0.786554307,0.779031996,0.866574175,,,
Guinea,0.175021818,0.145443687,0.119193056,0.209947661,0.210798851,0.236421541,0.245625644,0.221998429,0.192422941,,,
Guinea-Bissau,0.163177139,0.111505145,0.151256889,0.145619048,0.146971003,0.145854598,0.146810683,0.147567974,0.146084144,,,
Guyana,1.573138021,2.168922069,2.095040757,2.083255358,2.085662452,2.282864015,2.357722028,2.63030287,2.544141975,,,
Haiti,0.139971038,0.159990488,0.250172074,0.247108282,0.230374894,0.212694146,0.218684973,0.22524859,0.23061016,,,
Honduras,0.528732831,0.805872102,1.230602978,1.194640242,1.066361167,1.062880845,1.174954411,1.161323406,1.15489309,,,
"Hong Kong SAR, China",4.791623806,6.067468267,6.321536226,6.320723648,6.045227885,5.802611685,6.193079501,6.072542979,6.260047304,,,
Hungary,6.710469301,5.465860201,5.572459521,5.463501182,4.847794745,5.02157825,4.789809729,4.487845,4.188863187,,,
Iceland,7.842665191,7.693782116,7.414833454,6.677481144,6.447492771,6.168528586,5.896828979,5.831233864,6.082143166,,,
India,0.71118005,0.979470339,1.193205418,1.310181881,1.43194797,1.397004578,1.480435644,1.597436189,1.590272829,,,
Indonesia,0.824341653,1.245241619,1.616659186,1.769879525,1.8720117,1.774573737,2.34215736,2.417130389,1.907781259,,,
"Iran, Islamic Rep.",3.756688648,5.656474431,7.820607015,8.023438657,8.060844749,8.150691659,8.235302248,8.454417484,7.996848538,,,
Iraq,3.006870115,3.073001789,2.186766827,3.194050322,3.488286901,3.634669074,4.20267535,4.642716911,4.920137222,,,
Ireland,8.891027651,10.83474264,10.14752888,9.577641293,8.902756001,8.82462504,7.827879079,7.787453479,7.603873306,,,
Isle of Man,,,,,,,,,,,,
Israel,7.788833906,9.581779456,8.78433448,9.340093039,8.612472881,9.035223254,8.901888279,9.547967764,8.818635647,,,
Italy,7.361704582,7.912673166,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,6.205044324,5.723809985,,,
Jamaica,3.151471967,3.980837564,3.62501892,3.820800963,2.886953613,2.696940788,2.860431626,2.705758354,2.846155093,,,
Japan,8.873292835,9.622351624,9.782963899,9.449533972,8.619441767,9.150005372,9.31842937,9.639072463,9.764393145,,,
Jordan,3.097640193,3.25282036,3.825903945,3.55227116,3.493292101,3.249597724,3.20519436,3.554044914,3.438369043,,,
Kazakhstan,,7.934854181,14.35971247,11.87926451,10.30939934,15.11008143,15.65063002,14.57415985,15.43279448,,,
Kenya,0.248363863,0.335350781,0.263921731,0.267801815,0.31450114,0.301883196,0.324913205,0.294184178,0.304402198,,,
Kiribati,0.303848863,0.391003009,0.533049528,0.558783791,0.401099775,0.607308472,0.595622098,0.584683924,0.574320091,,,
